Grado;Graduado;N/E;OCTUBRE 2015 - FEBRERO 2016;HOTELER�A;4;8;3;8;1;;;;;;;;;;;;4;8;;;;;;;;;;;;;;;;;;;;;12;1
Grado;Graduado;N/E;OCTUBRE 2015 - FEBRERO 2016;GASTRONOM�A;1;;1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;1
Grado;Graduado;N/E;OCTUBRE 2015 - FEBRERO 2016;INGENIER�AENSISTEMAS;9;1;6;1;2;;1;;;;;;;;;;9;1;;;;;;;;;;;;;;;;;;;;;10;1
Grado;Graduado;N/E;OCTUBRE 2015 - FEBRERO 2016;ADMINISTRACI�NDEEMPRESAS;6;9;5;9;1;;;;;;;;;;;;6;9;;;;;;;;;;;;;;;;;;;;;15;1
Grado;Graduado;N/E;OCTUBRE 2015 - FEBRERO 2016;CONTABILIDADSUPERIOR;2;3;2;3;;;;;;;;;;;;;2;3;;;;;;;;;;;;;;;;;;;;;5;1
Grado;Graduado;N/E;OCTUBRE 2015 - FEBRERO 2016;COMERCIOINTERNACIONAL;8;4;8;4;;;;;;;;;;;;;8;4;;;;;;;;;;;;;;;;;;;;;12;1
Grado;Graduado;N/E;OCTUBRE 2015 - FEBRERO 2016;COMERCIOYNEGOCIOSINTERNACIONALES;6;13;6;13;;;;;;;;;;;;;6;13;;;;;;;;;;;;;;;;;;;;;19;1
Grado;Graduado;N/E;OCTUBRE 2015 - FEBRERO 2016;INGENIERIACOMERCIALENFASISFINANZAS;;4;10;4;;;;;;;;;;;;; ;4;;;;;;;;;;;;;;;;;;;;;4;1
Grado;Graduado;N/E;OCTUBRE 2015 - FEBRERO 2016;INGENIER�ACOMERCIALADMINISTRADOR;2;3;2;3;;;;;;;;;;;;;2;3;;;;;;;;;;;;;;;;;;;;;5;1
Grado;Graduado;N/E;OCTUBRE 2015 - FEBRERO 2016;LICENCIATURAENCOMERCIOINTERNACIONAL;2;2;2;2;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;4;1
